,Country name,Rank,Ladder score,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Logged GDP per capita,Year
623,China,93.0,5.191,1.125,0.893,0.521,0.1,0.058,0.028587456851912472,2019
624,Vietnam,94.0,5.175,1.346,0.851,0.543,0.073,0.147,-0.2997546536860502,2019
625,Cameroon,96.0,5.044,0.91,0.331,0.381,0.037,0.187,-0.5996568374726063,2019
626,Bulgaria,97.0,5.011,1.513,0.815,0.311,0.004,0.081,0.08801087732271337,2019
627,Ghana,98.0,4.996,0.868,0.486,0.381,0.04,0.245,-0.49265831981054176,2019
628,Ivory Coast,99.0,4.944,0.808,0.232,0.352,0.09,0.154,-0.5638748448558062,2019
629,Nepal,100.0,4.913,1.226,0.677,0.439,0.089,0.285,-0.807436326962073,2019
630,Jordan,101.0,4.906,1.225,0.815,0.383,0.13,0.11,-0.17793120849266178,2019
631,Benin,102.0,4.883,0.437,0.397,0.349,0.082,0.175,-0.9339456671128757,2019
632,Congo (Brazzaville),103.0,4.812,0.799,0.508,0.372,0.093,0.105,-0.3960099493374092,2019
633,Gabon,104.0,4.799,1.183,0.571,0.295,0.055,0.043,0.055434706888100524,2019
634,Laos,105.0,4.796,1.03,0.551,0.547,0.164,0.266,-0.2691874898156165,2019
635,South Africa,106.0,4.722,1.351,0.469,0.389,0.055,0.13,-0.040821994520255166,2019
636,Albania,107.0,4.719,0.848,0.874,0.383,0.027,0.178,-0.054456185796058855,2019
637,Venezuela,108.0,4.707,1.427,0.805,0.154,0.047,0.064,-0.040821994520255166,2019
638,Cambodia,109.0,4.7,1.122,0.637,0.609,0.062,0.232,-0.5551258826625707,2019
639,State of Palestine,110.0,4.696,1.247,0.672,0.225,0.066,0.103,-0.4200712604975265,2019
640,Senegal,111.0,4.681,1.134,0.571,0.292,0.072,0.153,-0.7985076962177716,2019
641,Namibia,113.0,4.639,1.313,0.477,0.401,0.056,0.07,-0.12897038129696006,2019
642,Niger,114.0,4.628,0.774,0.366,0.318,0.102,0.188,-1.9805015938249322,2019
643,Burkina Faso,115.0,4.587,1.056,0.38,0.255,0.113,0.177,-1.1056369036050742,2019
644,Armenia,116.0,4.559,1.055,0.815,0.283,0.064,0.095,-0.16251892949777494,2019
645,Iran,117.0,4.548,0.842,0.785,0.305,0.125,0.27,0.09531017980432493,2019
646,Guinea,118.0,4.534,0.829,0.375,0.332,0.086,0.207,-0.9675840262617056,2019
647,Georgia,119.0,4.519,0.666,0.752,0.346,0.164,0.043,-0.1210383283770561,2019
648,Gambia,120.0,4.516,0.939,0.428,0.382,0.167,0.269,-1.1776554960085626,2019
649,Kenya,121.0,4.509,0.983,0.581,0.431,0.053,0.372,-0.6694306539426292,2019
650,Mauritania,122.0,4.49,1.167,0.489,0.066,0.088,0.106,-0.5621189181535413,2019
651,Mozambique,123.0,4.466,0.986,0.39,0.494,0.138,0.197,-1.5896352851379207,2019
652,Tunisia,124.0,4.461,1.0,0.815,0.167,0.055,0.059,-0.08229524272683016,2019
653,Bangladesh,125.0,4.456,0.928,0.723,0.527,0.143,0.166,-0.5762534290884459,2019
654,Iraq,126.0,4.437,0.98,0.574,0.241,0.089,0.148,0.042101176018635326,2019
655,Congo (Kinshasa),127.0,4.418,1.125,0.357,0.269,0.053,0.212,-2.364460496712133,2019
656,Mali,128.0,4.39,1.105,0.308,0.327,0.052,0.153,-0.9545119446943529,2019
657,Sierra Leone,129.0,4.374,0.841,0.242,0.309,0.045,0.252,-1.3167682984712803,2019
658,Sri Lanka,130.0,4.366,1.265,0.831,0.47,0.047,0.244,-0.052346480372209236,2019
659,Myanmar,131.0,4.36,1.181,0.555,0.525,0.172,0.566,-0.342490308946776,2019
660,Chad,132.0,4.35,0.766,0.192,0.174,0.078,0.198,-1.0498221244986778,2019
661,Ukraine,133.0,4.332,1.39,0.739,0.178,0.01,0.187,-0.19845093872383832,2019
662,Ethiopia,134.0,4.286,1.033,0.532,0.344,0.1,0.209,-1.0906441190189327,2019
663,Uganda,136.0,4.189,1.069,0.443,0.356,0.06,0.252,-1.1026203100656484,2019
664,Egypt,137.0,4.166,1.039,0.644,0.241,0.067,0.076,-0.09101939838716855,2019
665,Zambia,138.0,4.107,1.058,0.426,0.431,0.087,0.247,-0.5481814103097596,2019
666,Togo,139.0,4.085,0.572,0.41,0.293,0.085,0.177,-1.2909841813155656,2019
667,India,140.0,4.015,0.765,0.588,0.498,0.085,0.2,-0.28103752973311236,2019
668,Liberia,141.0,3.975,0.922,0.443,0.37,0.033,0.233,-2.617295837833746,2019
669,Comoros,142.0,3.973,0.757,0.505,0.142,0.078,0.275,-1.2946271725940668,2019
670,Madagascar,143.0,3.933,0.916,0.555,0.148,0.041,0.169,-1.2946271725940668,2019
671,Zimbabwe,146.0,3.663,1.114,0.433,0.361,0.089,0.151,-1.0051219455807707,2019
672,Botswana,148.0,3.488,1.145,0.538,0.455,0.1,0.025,0.04018178963283176,2019
673,Malawi,150.0,3.41,0.56,0.495,0.443,0.089,0.218,-1.6554818509355071,2019
674,Tanzania,153.0,3.231,0.885,0.499,0.417,0.147,0.276,-0.7423374247507171,2019
675,Afghanistan,154.0,3.203,0.517,0.361,0.0,0.025,0.158,-1.0498221244986778,2019
676,Finland,1.0,7.808700085,0.954329729,71.9008255,0.949172199,0.195444584,-0.059482019,10.63926697,2020
677,Denmark,2.0,7.645599842,0.955990791,72.40250397,0.951444268,0.168489456,0.066201776,10.77400112,2020
678,Switzerland,3.0,7.559899807,0.942846596,74.10244751,0.921336651,0.303728431,0.105911039,10.97993279,2020
679,Iceland,4.0,7.504499912,0.974669576,73.0,0.948891878,0.711709738,0.246944219,10.77255917,2020
680,Norway,5.0,7.487999916,0.952486575,73.20078278,0.955750287,0.263218194,0.13453263,11.08780384,2020
681,Netherlands,6.0,7.448900223,0.93913883,72.30091858,0.908547819,0.364717126,0.20761244,10.81271172,2020
682,Sweden,7.0,7.353499889,0.926311195,72.60076904,0.939144194,0.250880182,0.111614622,10.75879383,2020
683,New Zealand,8.0,7.299600124,0.949118972,73.20262909,0.936217487,0.22113885,0.191598073,10.50094318,2020
684,Austria,9.0,7.294199944,0.928045869,73.00250244,0.899989486,0.499954879,0.085429221,10.7428236,2020
685,Luxembourg,10.0,7.237500191,0.906912208,72.59999847,0.90563643,0.367084295,-0.004620588,11.45068073,2020
686,Canada,11.0,7.23210001,0.927176654,73.60160065,0.933913231,0.390843362,0.124770768,10.69236851,2020
687,Australia,12.0,7.222799778,0.944854617,73.60453796,0.915431738,0.41516912,0.19046016,10.72059631,2020
688,United Kingdom,13.0,7.164500237,0.93668282,72.30160522,0.834743679,0.435915917,0.263732493,10.60013485,2020
689,Israel,14.0,7.128600121,0.913571239,73.20025635,0.747580588,0.78085506,0.10259372,10.41752529,2020
690,Costa Rica,15.0,7.121399879,0.901545942,71.29985046,0.934738934,0.786332428,-0.10242971,9.658156395,2020
691,Ireland,16.0,7.093699932,0.942081571,72.30078888,0.886982977,0.357184172,0.145784974,11.16097832,2020
692,Germany,17.0,7.075799942,0.898874462,72.20201874,0.867371082,0.456422031,0.080179386,10.7328186,2020
693,United States,18.0,6.939599991,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,10.92576885,2020
694,Czechia,19.0,6.910900116,0.914430678,70.04793549,0.818537354,0.85844624,-0.230861515,10.40416336,2020
695,Belgium,20.0,6.863500118,0.911632538,72.00164795,0.813582063,0.612297952,-0.078691199,10.6736393,2020
696,United Arab Emirates,21.0,6.790800095,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,11.1099987,2020
697,Malta,22.0,6.772799969,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,10.53383827,2020
698,France,23.0,6.663799763,0.937103748,73.80193329,0.825467646,0.583521128,-0.130641967,10.58422279,2020
699,Mexico,24.0,6.465000153,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,9.797797203,2020
700,Taiwan Province of China,25.0,6.45539999,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,10.77568531,2020
701,Uruguay,26.0,6.440100193,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,9.948192596,2020
702,Saudi Arabia,27.0,6.406499863,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,10.79781246,2020
703,Spain,28.0,6.400899887,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,10.46292686,2020
704,Guatemala,29.0,6.398900032,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,8.924805641,2020
705,Italy,30.0,6.38740015,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,10.48183632,2020
706,Singapore,31.0,6.377099991,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,11.39552116,2020
707,Brazil,32.0,6.375599861,0.896723807,66.48016357,0.799804807,0.770601273,-0.101812392,9.56643486,2020
708,Slovenia,33.0,6.363399982,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,10.39232254,2020
709,El Salvador,34.0,6.34829998,0.806092262,66.10826111,0.833805263,0.754319906,-0.121072978,8.909075737,2020
710,Kosovo,35.0,6.325200081,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,9.204429626,2020
711,Panama,36.0,6.304800034,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,10.03423405,2020
712,Slovakia,37.0,6.280600071,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,10.34774971,2020
713,Uzbekistan,38.0,6.257599831,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,8.740371704,2020
714,Chile,39.0,6.228499889,0.879713595,69.90061951,0.744896293,0.838239431,-0.065668367,10.0320549,2020
715,Bahrain,40.0,6.227300167,0.876342118,68.5,0.905855775,0.7393471,0.13372919,10.67638016,2020
716,Lithuania,41.0,6.215499878,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,10.34362602,2020
717,Poland,43.0,6.186299801,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,10.26512432,2020
718,Colombia,44.0,6.163400173,0.884440243,67.69958496,0.836179912,0.86457181,-0.161235645,9.500369072,2020
719,Cyprus,45.0,6.15899992,0.805996239,73.70222473,0.779858291,0.856271744,0.043731496,10.40570259,2020
720,Nicaragua,46.0,6.13710022,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,8.493160248,2020
721,Romania,47.0,6.123700142,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,10.107584,2020
722,Mauritius,49.0,6.101299763,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,9.956786156,2020
723,Kazakhstan,50.0,6.057899952,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,10.11465836,2020
724,Estonia,51.0,6.021800041,0.934729993,68.60495758,0.87770915,0.623073816,-0.111697771,10.34001732,2020
725,Philippines,52.0,6.006000042,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,8.993545532,2020
726,Hungary,53.0,6.000400066,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,10.24924374,2020
727,Thailand,54.0,5.998799801,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,9.741791725,2020
728,Argentina,55.0,5.974699974,0.900567949,68.80380249,0.831132412,0.842009842,-0.194913864,9.810955048,2020
729,Honduras,56.0,5.953199863,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,8.424534798,2020
730,Latvia,57.0,5.949999809,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,10.17531967,2020
731,Ecuador,58.0,5.925199986,0.836418986,68.50003815,0.859828949,0.801215112,-0.127014965,9.246058464,2020
732,Portugal,59.0,5.910900116,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,10.26374245,2020
733,Jamaica,60.0,5.889800072,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,9.006250381,2020
734,South Korea,61.0,5.872399807,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,10.51056671,2020
735,Japan,62.0,5.870800018,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,10.57968903,2020
736,Peru,63.0,5.796800137,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,9.456313133,2020
737,Serbia,64.0,5.77820015,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,9.680980682,2020
738,Bolivia,65.0,5.747499943,0.803108692,63.6004715,0.875873327,0.822606206,-0.09168113,8.851115227,2020
739,Pakistan,66.0,5.69329977,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,8.482727051,2020
740,Paraguay,67.0,5.692100048,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,9.389982224,2020
741,Dominican Republic,68.0,5.689199924,0.882085383,65.80748749,0.866202772,0.755999923,-0.131263286,9.664880753,2020
742,Bosnia and Herzegovina,69.0,5.674099922,0.829204142,67.80813599,0.651352704,0.933769107,0.098274559,9.455817223,2020
743,Moldova,70.0,5.607500076,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,8.776714325,2020
744,Tajikistan,71.0,5.555699825,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,8.024810791,2020
745,Montenegro,72.0,5.54610014,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,9.751860619,2020
746,Russia,73.0,5.546000004,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,10.12887192,2020
747,Kyrgyzstan,74.0,5.541500092,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,8.148405075,2020
748,Greece,77.0,5.514999866,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,10.13232613,2020
749,Hong Kong S.A.R. of China,78.0,5.510399818,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,10.9346714,2020
750,Croatia,79.0,5.504700184,0.874623716,70.21490479,0.714838803,0.916495264,-0.128538325,10.07087517,2020
751,Mongolia,81.0,5.456200123,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,9.412186623,2020
752,Malaysia,82.0,5.384300232,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,10.26251888,2020
753,Vietnam,83.0,5.353499889,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,8.809545517,2020
754,Indonesia,84.0,5.285600185,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,9.36975193,2020
755,Ivory Coast,85.0,5.233300209,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,8.225561142,2020
756,Benin,86.0,5.21600008,0.468671143,54.31246567,0.735182583,0.740532577,-0.003537213,7.674319744,2020
757,Congo (Brazzaville),88.0,5.194399834,0.640228093,57.92448044,0.719058514,0.751779079,-0.123674095,8.536987305,2020
758,North Macedonia,90.0,5.159800053,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,9.510591507,2020
759,Ghana,91.0,5.147999763,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,8.350645065,2020
760,Nepal,92.0,5.137199879,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,7.925357342,2020
761,Turkiye,93.0,5.131800175,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,10.12941933,2020
762,China,94.0,5.123899937,0.798760593,69.2891922,0.898517907,0.7539711,-0.18142575,9.688568115,2020
763,Bulgaria,96.0,5.101500034,0.937840343,66.80397797,0.745178163,0.935585141,-0.143908441,9.869318962,2020
764,Morocco,97.0,5.094799995,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,8.940313339,2020
765,Cameroon,98.0,5.084899902,0.700386405,52.7049408,0.763051808,0.851336598,-0.00149645,8.118647575,2020
766,Venezuela,99.0,5.053199768,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,8.977793694,2020
767,Algeria,100.0,5.005099773,0.803385139,65.90517426,0.466610909,0.735485137,-0.121105164,9.537964821,2020
768,Senegal,101.0,4.980800152,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,8.118982315,2020
769,Guinea,102.0,4.949299812,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,7.750990391,2020
770,Niger,103.0,4.909599781,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,6.842166901,2020
771,Laos,104.0,4.888599873,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,8.79858017,2020
772,Albania,105.0,4.882699966,0.671070457,68.70813751,0.781994224,0.896303713,-0.042309489,9.417930603,2020
773,Cambodia,106.0,4.848400116,0.773080647,61.52996826,0.959704638,0.822769046,0.051911179,8.249890327,2020
774,Bangladesh,107.0,4.832799911,0.687292993,64.50306702,0.90062499,0.661843538,-0.033664726,8.287063599,2020
775,Gabon,108.0,4.829299927,0.787886858,59.71533966,0.704829216,0.849150956,-0.222261623,9.680537224,2020
776,South Africa,109.0,4.814099789,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,9.403370857,2020
777,Iraq,110.0,4.784800053,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,9.661095619,2020
778,Lebanon,111.0,4.771500111,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,9.3617239,2020
779,Burkina Faso,112.0,4.768700123,0.712943614,53.88945389,0.665563583,0.739795029,-0.019080516,7.46854496,2020
780,Gambia,113.0,4.750599861,0.6931687,55.0120163,0.733163178,0.690717816,0.343198717,7.321814537,2020
781,Mali,114.0,4.729300022,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,7.629852295,2020
782,Nigeria,115.0,4.724100113,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,8.57662487,2020
783,Armenia,116.0,4.676799774,0.757479429,66.75065613,0.712017834,0.773544788,-0.13877961,9.100476265,2020
784,Georgia,117.0,4.672599792,0.629033029,64.49520874,0.801641524,0.665944695,-0.22892037,9.226100922,2020
785,Iran,118.0,4.672399998,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,9.813719749,2020
786,Jordan,119.0,4.633399963,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,9.025999069,2020
787,Mozambique,120.0,4.623600006,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,7.069345951,2020
788,Kenya,121.0,4.583000183,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,8.02977562,2020
789,Namibia,122.0,4.571100235,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,9.203141212,2020
790,Ukraine,123.0,4.56069994,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,9.010690689,2020
791,Liberia,124.0,4.557899952,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,7.054380417,2020
792,State of Palestine,125.0,4.552800179,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,8.389223099,2020
793,Uganda,126.0,4.43200016,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,7.500389576,2020
794,Chad,127.0,4.422699928,0.632388055,48.22053909,0.587305248,0.802760839,0.017834719,7.467963696,2020
795,Tunisia,128.0,4.392199993,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,9.314972878,2020
796,Mauritania,129.0,4.374599934,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,8.233919144,2020
797,Sri Lanka,130.0,4.327000141,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,9.389969826,2020
798,Congo (Kinshasa),131.0,4.31099987,0.672159016,52.90000153,0.700793564,0.809403598,0.083637655,6.694256306,2020
799,Myanmar,133.0,4.308000088,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,8.680481911,2020
800,Comoros,134.0,4.288599968,0.625662446,57.34901047,0.547612607,0.780622602,0.090008408,7.833630085,2020
801,Togo,135.0,4.187200069,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,7.357711315,2020
802,Ethiopia,136.0,4.186200142,0.743307352,58.63959122,0.740795195,0.753690004,0.043377332,7.509385586,2020
803,Madagascar,137.0,4.165599823,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,7.281685829,2020
804,Egypt,138.0,4.151400089,0.735447824,61.78015137,0.708354175,0.787726879,-0.196878314,9.316541672,2020
805,Sierra Leone,139.0,3.926399946,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,7.26880312,2020
806,Zambia,141.0,3.759399891,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,8.224720001,2020
807,India,144.0,3.573299885,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,8.849823952,2020
808,Malawi,145.0,3.538000107,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,7.062226295,2020
809,Botswana,147.0,3.478899956,0.779121757,58.92445374,0.821328104,0.777930915,-0.250394493,9.711203575,2020
810,Tanzania,148.0,3.476200104,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,7.967665195,2020
811,Zimbabwe,151.0,3.299200058,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,7.865711689,2020
812,Afghanistan,153.0,2.566900015,0.470366955,52.59000015,0.396573007,0.933686554,-0.0964294,7.462860584,2020
813,Finland,1.0,7.842,0.954,72.0,0.949,0.186,-0.098,10.775,2021
814,Denmark,2.0,7.62,0.954,72.7,0.946,0.179,0.03,10.933,2021
815,Switzerland,3.0,7.571,0.942,74.4,0.919,0.292,0.025,11.117,2021
816,Iceland,4.0,7.554,0.983,73.0,0.955,0.673,0.16,10.878,2021
817,Netherlands,5.0,7.464,0.942,72.4,0.913,0.338,0.175,10.932,2021
818,Norway,6.0,7.392,0.954,73.3,0.96,0.27,0.093,11.053,2021
819,Sweden,7.0,7.363,0.934,72.7,0.945,0.237,0.086,10.867,2021
820,Luxembourg,8.0,7.324,0.908,72.6,0.907,0.386,-0.034,11.647,2021
821,New Zealand,9.0,7.277,0.948,73.4,0.929,0.242,0.134,10.643,2021
822,Austria,10.0,7.268,0.934,73.3,0.908,0.481,0.042,10.906,2021
823,Australia,11.0,7.183,0.94,73.9,0.914,0.442,0.159,10.796,2021
824,Israel,12.0,7.157,0.939,73.503,0.8,0.753,0.031,10.575,2021
825,Germany,13.0,7.155,0.903,72.5,0.875,0.46,0.011,10.873,2021
826,Canada,14.0,7.103,0.926,73.8,0.915,0.415,0.089,10.776,2021
827,Ireland,15.0,7.085,0.947,72.4,0.879,0.363,0.077,11.342,2021
828,Costa Rica,16.0,7.069,0.891,71.4,0.934,0.809,-0.126,9.88,2021
829,United Kingdom,17.0,7.064,0.934,72.5,0.859,0.459,0.233,10.707,2021
830,Czechia,18.0,6.965,0.947,70.807,0.858,0.868,-0.208,10.556,2021
831,United States,19.0,6.951,0.92,68.2,0.837,0.698,0.098,11.023,2021
832,Belgium,20.0,6.834,0.906,72.199,0.783,0.646,-0.153,10.823,2021
833,France,21.0,6.69,0.942,74.0,0.822,0.571,-0.147,10.704,2021
834,Bahrain,22.0,6.647,0.862,69.495,0.925,0.722,0.089,10.669,2021
835,Malta,23.0,6.602,0.931,72.2,0.927,0.653,0.133,10.674,2021
836,Taiwan Province of China,24.0,6.584,0.898,69.6,0.784,0.721,-0.07,10.871,2021
837,United Arab Emirates,25.0,6.561,0.844,67.333,0.932,0.589,0.074,11.085,2021
838,Saudi Arabia,26.0,6.494,0.891,66.603,0.877,0.684,-0.149,10.743,2021
839,Spain,27.0,6.491,0.932,74.7,0.761,0.745,-0.081,10.571,2021
840,Italy,28.0,6.483,0.88,73.8,0.693,0.866,-0.084,10.623,2021
841,Slovenia,29.0,6.461,0.948,71.4,0.949,0.806,-0.101,10.529,2021
842,Guatemala,30.0,6.435,0.813,64.958,0.906,0.775,-0.038,9.053,2021
843,Uruguay,31.0,6.431,0.925,69.1,0.896,0.59,-0.092,9.966,2021
844,Singapore,32.0,6.377,0.915,76.953,0.927,0.082,-0.018,11.488,2021
845,Kosovo,33.0,6.372,0.821,63.813,0.869,0.917,0.257,9.318,2021
846,Slovakia,34.0,6.331,0.936,69.201,0.766,0.911,-0.124,10.369,2021
847,Brazil,35.0,6.33,0.882,66.601,0.804,0.756,-0.071,9.577,2021
848,Mexico,36.0,6.317,0.831,68.597,0.862,0.799,-0.147,9.859,2021
849,Jamaica,37.0,6.309,0.877,67.5,0.89,0.884,-0.137,9.186,2021
850,Lithuania,38.0,6.255,0.935,67.906,0.773,0.826,-0.203,10.499,2021
851,Cyprus,39.0,6.223,0.802,73.898,0.763,0.844,-0.015,10.576,2021
852,Estonia,40.0,6.189,0.941,68.8,0.909,0.527,-0.106,10.481,2021
853,Panama,41.0,6.18,0.896,69.652,0.872,0.856,-0.166,10.35,2021
854,Uzbekistan,42.0,6.179,0.918,65.255,0.97,0.515,0.311,8.836,2021
855,Chile,43.0,6.172,0.882,70.0,0.742,0.83,-0.044,10.071,2021
856,Poland,44.0,6.166,0.898,69.702,0.841,0.735,-0.165,10.382,2021
857,Kazakhstan,45.0,6.152,0.952,65.2,0.853,0.733,-0.069,10.155,2021
858,Romania,46.0,6.14,0.832,67.355,0.845,0.938,-0.219,10.284,2021
859,Serbia,48.0,6.078,0.873,68.6,0.778,0.835,0.002,9.787,2021
860,El Salvador,49.0,6.061,0.762,66.402,0.888,0.688,-0.11,9.054,2021
861,Mauritius,50.0,6.049,0.905,66.701,0.867,0.789,-0.054,10.008,2021
862,Latvia,51.0,6.032,0.927,67.1,0.715,0.8,-0.162,10.315,2021
863,Colombia,52.0,6.012,0.847,68.001,0.837,0.841,-0.135,9.557,2021
864,Hungary,53.0,5.992,0.943,68.0,0.755,0.876,-0.186,10.358,2021
865,Thailand,54.0,5.985,0.888,67.401,0.884,0.895,0.287,9.805,2021
866,Nicaragua,55.0,5.972,0.864,67.657,0.836,0.664,0.02,8.62,2021
867,Japan,56.0,5.94,0.884,75.1,0.796,0.638,-0.258,10.611,2021
868,Argentina,57.0,5.929,0.898,69.0,0.828,0.834,-0.182,9.962,2021
869,Portugal,57.0,5.929,0.879,72.6,0.892,0.887,-0.244,10.421,2021
870,Honduras,59.0,5.919,0.812,67.3,0.857,0.809,0.081,8.648,2021
871,Croatia,60.0,5.882,0.924,70.799,0.754,0.939,-0.118,10.217,2021
872,Philippines,61.0,5.88,0.83,62.0,0.917,0.742,-0.097,9.076,2021
873,South Korea,62.0,5.845,0.799,73.9,0.672,0.727,-0.083,10.651,2021
874,Peru,63.0,5.84,0.832,68.25,0.822,0.891,-0.154,9.458,2021
875,Bosnia and Herzegovina,64.0,5.813,0.87,68.098,0.706,0.931,0.113,9.59,2021
876,Moldova,65.0,5.766,0.857,65.699,0.822,0.918,-0.079,9.454,2021
877,Ecuador,66.0,5.764,0.821,68.8,0.842,0.843,-0.124,9.313,2021
878,Kyrgyzstan,67.0,5.744,0.893,64.401,0.935,0.908,0.119,8.538,2021
879,Greece,68.0,5.723,0.823,72.6,0.582,0.823,-0.288,10.279,2021
880,Bolivia,69.0,5.716,0.81,63.901,0.875,0.839,-0.077,9.046,2021
881,Mongolia,70.0,5.677,0.935,62.5,0.708,0.856,0.116,9.4,2021
882,Paraguay,71.0,5.653,0.893,65.9,0.876,0.882,0.028,9.448,2021
883,Montenegro,72.0,5.581,0.858,68.699,0.708,0.812,-0.034,9.94,2021
884,Dominican Republic,73.0,5.545,0.853,66.102,0.86,0.714,-0.133,9.802,2021
885,Russia,76.0,5.477,0.903,64.703,0.718,0.845,-0.111,10.189,2021
886,Hong Kong S.A.R. of China,76.0,5.477,0.836,76.82,0.717,0.403,0.067,11.0,2021
887,Tajikistan,78.0,5.466,0.86,64.281,0.832,0.553,-0.056,8.091,2021
888,Vietnam,79.0,5.411,0.85,68.034,0.94,0.796,-0.098,8.973,2021
889,Malaysia,81.0,5.384,0.817,67.102,0.895,0.839,0.125,10.238,2021
890,Indonesia,82.0,5.345,0.811,62.236,0.873,0.867,0.542,9.365,2021
891,Congo (Brazzaville),83.0,5.342,0.636,58.221,0.695,0.745,-0.068,8.117,2021
892,China,84.0,5.339,0.811,69.593,0.904,0.755,-0.146,9.673,2021
893,Ivory Coast,85.0,5.306,0.644,50.114,0.741,0.794,-0.016,8.551,2021
