,Country name,Rank,Ladder score,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Logged GDP per capita,Year
358,Mongolia,100.0,4.95499992370605,1.4930112361908,0.557783484458923,0.394143968820572,0.0329022891819477,0.338464230298996,0.02687156922501147,2017
359,South Africa,101.0,4.8289999961853,1.38478863239288,0.187080070376396,0.479246735572815,0.0725094974040985,0.139362379908562,0.0532551391006835,2017
360,Tunisia,102.0,4.80499982833862,0.868351459503174,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,0.007239537394211508,2017
361,State of Palestine,103.0,4.77500009536743,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,-0.3337270894545665,2017
362,Egypt,104.0,4.7350001335144,0.997471392154694,0.520187258720398,0.282110154628754,0.114381365478039,0.128631442785263,-0.010351585771235109,2017
363,Bulgaria,105.0,4.71400022506714,1.43437945842743,0.708217680454254,0.289231717586517,0.0110515309497714,0.113177694380283,0.14967704947022462,2017
364,Sierra Leone,106.0,4.70900011062622,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,-0.998529166451678,2017
365,Cameroon,107.0,4.69500017166138,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,-0.5721597465462985,2017
366,Iran,108.0,4.69199991226196,0.711551249027252,0.639333188533783,0.249322608113289,0.048761073499918,0.387242913246155,0.1457207680019673,2017
367,Albania,109.0,4.64400005340576,0.803685247898102,0.731159746646881,0.381498634815216,0.0398642159998417,0.201312944293022,-0.003814512696884449,2017
368,Bangladesh,110.0,4.60799980163574,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,-0.5332706812108956,2017
369,Namibia,111.0,4.57399988174438,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,-0.03621354050985907,2017
370,Kenya,112.0,4.55299997329712,1.06795072555542,0.309988349676132,0.452763766050339,0.0646413192152977,0.444860309362411,-0.5789626791630971,2017
371,Mozambique,113.0,4.55000019073486,0.870701014995575,0.106654435396194,0.480791091918945,0.179436385631561,0.322228103876114,-1.451128819393773,2017
372,Myanmar,114.0,4.54500007629395,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.838075160980225,-1.0020922490296362,2017
373,Senegal,115.0,4.53499984741211,1.17969191074371,0.409362852573395,0.377922266721725,0.115460447967052,0.183468893170357,-0.7354097488197098,2017
374,Zambia,116.0,4.51399993896484,1.00318729877472,0.257835894823074,0.461603492498398,0.0782135501503944,0.249580144882202,-0.4519173300151459,2017
375,Iraq,117.0,4.49700021743774,0.978613197803497,0.501180469989777,0.288555532693863,0.107215754687786,0.19963726401329,0.09777122663215367,2017
376,Gabon,118.0,4.46500015258789,1.1556202173233,0.356578588485718,0.312328577041626,0.0760467872023582,0.0437853783369064,0.18082897629166422,2017
377,Ethiopia,119.0,4.46000003814697,0.86466920375824,0.353409707546234,0.408842742443085,0.165455713868141,0.312650740146637,-1.0810655997581011,2017
378,Sri Lanka,120.0,4.44000005722046,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,0.009801947950207194,2017
379,Armenia,121.0,4.37599992752075,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,-0.10469769330462256,2017
380,India,122.0,4.31500005722046,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,-0.23291457245511174,2017
381,Mauritania,123.0,4.29199981689453,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,-0.43315913901054676,2017
382,Congo (Brazzaville),124.0,4.29099988937378,0.832044363021851,0.28995743393898,0.435025870800018,0.0796181336045265,0.120852127671242,-0.2120005502028699,2017
383,Georgia,125.0,4.28599977493286,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,-0.05064859254432865,2017
384,Congo (Kinshasa),126.0,4.28000020980835,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,-2.3848548332830486,2017
385,Mali,127.0,4.19000005722046,1.28147339820862,0.169365674257278,0.306613743305206,0.104970246553421,0.183354198932648,-0.7419583079026696,2017
386,Ivory Coast,128.0,4.17999982833862,0.904780030250549,0.0486421696841717,0.447706192731857,0.130061775445938,0.201237469911575,-0.5057569568037381,2017
387,Cambodia,129.0,4.16800022125244,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,-0.5078881154918098,2017
388,Ghana,131.0,4.11999988555908,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,0.256923943758011,-0.4046282217524236,2017
389,Ukraine,132.0,4.09600019454956,1.39453756809235,0.575903952121735,0.122974775731564,0.0230294708162546,0.270061463117599,-0.11132051968763934,2017
390,Uganda,133.0,4.08099985122681,1.12982773780823,0.217632606625557,0.443185955286026,0.057069718837738,0.325766056776047,-0.9638260559632714,2017
391,Burkina Faso,134.0,4.03200006484985,1.04328000545502,0.215844258666039,0.324367851018906,0.120328105986118,0.250864684581757,-1.0491717258111952,2017
392,Niger,135.0,4.02799987792969,0.993025004863739,0.26850500702858,0.36365869641304,0.138572946190834,0.228673845529556,-1.8206199712529296,2017
393,Malawi,136.0,3.97000002861023,0.512568831443787,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,-1.454821462675986,2017
394,Chad,137.0,3.93600010871887,0.953855872154236,0.0411347150802612,0.16234202682972,0.0535818822681904,0.216113850474358,-0.8255067175036019,2017
395,Zimbabwe,138.0,3.875,1.08309590816498,0.196763753890991,0.336384207010269,0.0953753814101219,0.189143493771553,-0.9785743705912001,2017
396,Afghanistan,141.0,3.79399991035461,0.581543326377869,0.180746778845787,0.106179520487785,0.0611578300595284,0.311870932579041,-0.9126044902332747,2017
397,Botswana,142.0,3.76600003242493,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.0993484482169151,0.11519672011973538,2017
398,Benin,143.0,3.65700006484985,0.435299843549728,0.209930211305618,0.425962775945663,0.0609290152788162,0.207948461174965,-0.8414490467142134,2017
399,Madagascar,144.0,3.64400005340576,0.913020372390747,0.375223308801651,0.189196765422821,0.0672319754958153,0.208732530474663,-1.1847955582570044,2017
400,Liberia,148.0,3.53299999237061,0.872117936611176,0.229918196797371,0.332881182432175,0.0389482490718365,0.26654988527298,-2.1282806454403813,2017
401,Guinea,149.0,3.50699996948242,0.791244685649872,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,-1.4083357778456238,2017
402,Togo,150.0,3.49499988555908,0.431882530450821,0.247105568647385,0.38042613863945,0.0956650152802467,0.196896150708199,-1.1859864744958006,2017
403,Tanzania,153.0,3.34899997711182,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,-0.6711198216218088,2017
404,Finland,1.0,7.632,1.592,0.874,0.681,0.393,0.202,0.2662030407746567,2018
405,Norway,2.0,7.594,1.582,0.861,0.686,0.34,0.286,0.3756929497744942,2018
406,Denmark,3.0,7.555,1.59,0.868,0.683,0.408,0.284,0.3008450589780618,2018
407,Iceland,4.0,7.495,1.644,0.914,0.677,0.138,0.353,0.2949059175411005,2018
408,Switzerland,5.0,7.487,1.549,0.927,0.66,0.357,0.256,0.35065687161316933,2018
409,Netherlands,6.0,7.441,1.488,0.878,0.638,0.295,0.333,0.30821972366932904,2018
410,Canada,7.0,7.328,1.532,0.896,0.653,0.291,0.321,0.28517894223366247,2018
411,New Zealand,8.0,7.324,1.601,0.876,0.669,0.389,0.365,0.2374408560150342,2018
412,Sweden,9.0,7.314,1.501,0.913,0.659,0.383,0.285,0.3038014543316642,2018
413,Australia,10.0,7.272,1.573,0.91,0.647,0.302,0.361,0.29266961396282004,2018
414,United Kingdom,11.0,7.19,1.433,0.888,0.464,0.082,0.262,0.2183319943169877,2018
415,Austria,12.0,7.139,1.504,0.891,0.617,0.224,0.242,0.29341560429954144,2018
416,Costa Rica,13.0,7.072,1.459,0.817,0.632,0.101,0.143,0.009950330853168092,2018
417,Ireland,14.0,6.977,1.583,0.876,0.614,0.306,0.307,0.3701832939635246,2018
418,Germany,15.0,6.965,1.474,0.861,0.586,0.28,0.273,0.29266961396282004,2018
419,Belgium,16.0,6.927,1.483,0.894,0.583,0.24,0.188,0.2806574575148165,2018
420,Luxembourg,17.0,6.91,1.52,0.896,0.632,0.321,0.196,0.4548899914356874,2018
421,United States,18.0,6.886,1.471,0.819,0.547,0.133,0.291,0.33504264381161847,2018
422,Israel,19.0,6.814,1.559,0.883,0.533,0.272,0.354,0.2631331995303682,2018
423,United Arab Emirates,20.0,6.774,0.776,0.67,0.284,,0.186,0.7400307664587957,2018
424,Czechia,21.0,6.711,1.489,0.854,0.543,0.034,0.064,0.20945022418220732,2018
425,Malta,22.0,6.627,1.525,0.884,0.645,0.142,0.376,0.23901690047049992,2018
426,France,23.0,6.489,1.466,0.908,0.52,0.176,0.098,0.2569650997897204,2018
427,Mexico,24.0,6.488,1.252,0.761,0.479,0.095,0.069,0.03729578474369693,2018
428,Chile,25.0,6.476,1.331,0.808,0.431,0.061,0.197,0.1231021971339834,2018
429,Taiwan Province of China,26.0,6.441,1.436,0.857,0.418,0.078,0.151,0.31115442863692305,2018
430,Panama,27.0,6.43,1.438,0.759,0.597,0.063,0.125,0.10616019582839072,2018
431,Brazil,28.0,6.419,1.474,0.675,0.493,0.088,0.11,-0.014098924379501648,2018
432,Argentina,29.0,6.388,1.468,0.744,0.57,0.054,0.062,0.07045846364856137,2018
433,Guatemala,30.0,6.382,1.268,0.608,0.604,0.071,0.179,-0.24718012914245105,2018
434,Uruguay,31.0,6.379,1.459,0.771,0.625,0.155,0.13,0.08892620919440149,2018
435,Saudi Arabia,33.0,6.371,1.331,0.633,0.509,0.127,0.098,0.32135859881116474,2018
436,Singapore,34.0,6.343,1.451,1.008,0.631,0.457,0.261,0.4246139269469252,2018
437,Malaysia,35.0,6.322,1.258,0.669,0.356,0.059,0.311,0.14928170271575447,2018
438,Spain,36.0,6.31,1.538,0.965,0.449,0.074,0.142,0.223943231484774,2018
439,Colombia,37.0,6.26,1.439,0.635,0.531,0.039,0.099,-0.040821994520255166,2018
440,Slovakia,39.0,6.173,1.537,0.776,0.354,0.014,0.118,0.1906203596086497,2018
441,El Salvador,40.0,6.167,1.231,0.639,0.461,0.082,0.065,-0.2156715364755087,2018
442,Nicaragua,41.0,6.141,1.319,0.7,0.527,0.128,0.208,-0.40346710544549125,2018
443,Poland,42.0,6.123,1.448,0.781,0.546,0.064,0.108,0.16211884947643512,2018
444,Bahrain,43.0,6.105,1.366,0.698,0.594,0.123,0.243,0.29117596170603677,2018
445,Uzbekistan,44.0,6.096,1.584,0.605,0.724,0.259,0.328,-0.3298939212610904,2018
446,Thailand,46.0,6.072,1.417,0.707,0.637,0.029,0.364,0.015873349156290163,2018
447,Italy,47.0,6.0,1.501,0.946,0.281,0.028,0.137,0.2342812957246657,2018
448,Ecuador,48.0,5.973,1.33,0.736,0.556,0.12,0.114,-0.11765804346823246,2018
449,Lithuania,50.0,5.952,1.527,0.716,0.35,0.006,0.026,0.17981842657583616,2018
450,Slovenia,51.0,5.948,1.506,0.856,0.633,0.051,0.16,0.19803085049913455,2018
451,Romania,52.0,5.945,1.219,0.726,0.528,0.001,0.088,0.10975086395911929,2018
452,Latvia,53.0,5.933,1.454,0.671,0.363,0.066,0.092,0.1380212978973746,2018
453,Japan,54.0,5.915,1.462,0.988,0.553,0.15,0.079,0.25773819607870885,2018
454,Mauritius,55.0,5.891,1.387,0.684,0.584,0.05,0.245,0.08617769624105241,2018
455,Jamaica,56.0,5.89,1.493,0.693,0.575,0.031,0.096,-0.1996711951290677,2018
456,South Korea,57.0,5.875,1.204,0.955,0.244,0.051,0.175,0.23586232372198446,2018
457,Russia,59.0,5.81,1.479,0.599,0.399,0.025,0.065,0.14063112973974562,2018
458,Kazakhstan,60.0,5.79,1.516,0.631,0.454,0.121,0.148,0.1336563848126736,2018
459,Cyprus,61.0,5.762,1.191,0.909,0.423,0.035,0.202,0.20620083058389785,2018
460,Bolivia,62.0,5.752,1.223,0.508,0.606,0.054,0.141,-0.28634962721800233,2018
461,Estonia,63.0,5.739,1.532,0.737,0.553,0.174,0.086,0.1823215567939546,2018
462,Paraguay,64.0,5.681,1.522,0.615,0.541,0.074,0.162,-0.18032355413128162,2018
463,Peru,65.0,5.663,1.249,0.674,0.53,0.034,0.092,-0.06827884075329438,2018
464,Kosovo,66.0,5.662,1.23,0.578,0.448,0.023,0.274,-0.15665381004537685,2018
465,Moldova,67.0,5.64,1.301,0.62,0.232,0.0,0.171,-0.4200712604975265,2018
466,Hungary,69.0,5.62,1.401,0.732,0.259,0.022,0.061,0.15785808461558032,2018
467,Philippines,71.0,5.524,1.312,0.513,0.643,0.105,0.12,-0.25489224962879004,2018
468,Honduras,72.0,5.504,1.205,0.622,0.459,0.074,0.197,-0.4780358009429998,2018
469,Turkiye,74.0,5.483,1.38,0.686,0.324,0.109,0.106,0.1380212978973746,2018
470,Pakistan,75.0,5.472,0.81,0.424,0.334,0.113,0.216,-0.4277107170554841,2018
471,Hong Kong S.A.R. of China,76.0,5.43,1.29,1.03,0.524,0.291,0.246,0.3400373027857091,2018
472,Portugal,77.0,5.41,1.429,0.884,0.562,0.017,0.055,0.17227122094045313,2018
473,Serbia,78.0,5.398,1.369,0.685,0.288,0.043,0.134,-0.025317807984289897,2018
474,Greece,79.0,5.358,1.202,0.879,0.131,0.044,0.0,0.14323416808590775,2018
475,Lebanon,80.0,5.358,1.179,0.785,0.503,0.136,0.214,-0.03562717764315116,2018
476,Montenegro,81.0,5.347,1.279,0.729,0.259,0.081,0.111,0.016857117066422806,2018
477,Croatia,82.0,5.321,1.161,0.737,0.38,0.039,0.12,0.10885440491208208,2018
478,Dominican Republic,83.0,5.302,1.441,0.614,0.578,0.106,0.12,-0.01816397062767118,2018
479,Algeria,84.0,5.295,1.154,0.687,0.077,0.135,0.055,-0.021223636451626688,2018
480,Morocco,85.0,5.254,0.797,0.669,0.46,0.074,0.026,-0.24974423311138874,2018
481,China,86.0,5.246,1.142,0.799,0.597,0.103,0.029,-0.011060947359424948,2018
482,Tajikistan,88.0,5.199,1.166,0.598,0.292,0.034,0.187,-0.7465479572870606,2018
483,North Macedonia,89.0,5.185,1.239,0.691,0.394,0.052,0.173,-0.04186420409869887,2018
484,Jordan,90.0,5.161,1.265,0.645,0.468,0.134,0.13,-0.1960148839259572,2018
485,Nigeria,91.0,5.155,1.172,0.048,0.462,0.032,0.201,-0.37251400796847856,2018
486,Kyrgyzstan,92.0,5.131,1.416,0.594,0.54,0.035,0.281,-0.6348782724359695,2018
487,Bosnia and Herzegovina,93.0,5.129,1.078,0.758,0.28,0.0,0.216,-0.0888312137066157,2018
488,Mongolia,94.0,5.125,1.517,0.575,0.395,0.032,0.253,-0.08992470752798701,2018
489,Vietnam,95.0,5.103,1.365,0.702,0.618,0.079,0.177,-0.33547273628812946,2018
490,Indonesia,96.0,5.093,1.215,0.522,0.538,0.018,0.484,-0.10647224451051676,2018
491,Cameroon,99.0,4.975,0.891,0.182,0.454,0.043,0.183,-0.6254885320861304,2018
492,Bulgaria,100.0,4.933,1.515,0.712,0.359,0.009,0.064,0.05259245011917063,2018
493,Nepal,101.0,4.88,1.228,0.539,0.526,0.078,0.302,-0.8556661100577202,2018
494,Venezuela,102.0,4.806,1.469,0.657,0.133,0.052,0.056,-0.004008021397538822,2018
495,Gabon,103.0,4.758,1.164,0.404,0.356,0.052,0.032,0.035367143837291344,2018
496,State of Palestine,104.0,4.743,1.217,0.602,0.266,0.076,0.086,-0.44316697529217586,2018
497,South Africa,105.0,4.724,1.41,0.33,0.516,0.056,0.103,-0.06187540371808753,2018
498,Iran,106.0,4.707,0.771,0.691,0.459,0.129,0.282,0.05732506661926935,2018
499,Ivory Coast,107.0,4.671,0.872,0.08,0.467,0.103,0.146,-0.6143360001356555,2018
500,Ghana,108.0,4.657,0.896,0.337,0.499,0.029,0.212,-0.5242486440981314,2018
501,Senegal,109.0,4.631,1.117,0.433,0.406,0.082,0.138,-0.8462983600541201,2018
502,Laos,110.0,4.623,1.034,0.441,0.626,0.174,0.23,-0.3285040669720361,2018
503,Tunisia,111.0,4.592,0.906,0.69,0.271,0.063,0.04,-0.10536051565782628,2018
504,Albania,112.0,4.586,0.817,0.79,0.419,0.032,0.149,-0.08773891430800675,2018
505,Sierra Leone,113.0,4.571,0.813,0.0,0.355,0.053,0.238,-1.3625778345025745,2018
506,Congo (Brazzaville),114.0,4.559,0.811,0.343,0.514,0.077,0.091,-0.38272562113867487,2018
507,Bangladesh,115.0,4.5,0.85,0.579,0.58,0.144,0.153,-0.6311117896404926,2018
508,Sri Lanka,116.0,4.471,1.314,0.672,0.585,0.05,0.307,-0.08555788836164654,2018
509,Iraq,117.0,4.456,0.971,0.536,0.304,0.095,0.148,0.009950330853168092,2018
510,Mali,118.0,4.447,1.233,0.152,0.367,0.056,0.139,-0.9942522733438669,2018
511,Namibia,119.0,4.441,1.281,0.365,0.519,0.064,0.051,-0.1346749033266016,2018
512,Cambodia,120.0,4.433,1.088,0.457,0.696,0.065,0.256,-0.5996568374726063,2018
513,Burkina Faso,121.0,4.424,1.097,0.254,0.312,0.128,0.175,-1.1583622930738837,2018
514,Egypt,122.0,4.419,1.025,0.553,0.312,0.107,0.092,-0.12216763397420753,2018
515,Mozambique,123.0,4.417,0.902,0.173,0.531,0.158,0.206,-1.6194882482876019,2018
516,Kenya,124.0,4.41,1.048,0.454,0.504,0.055,0.352,-0.707246104939447,2018
517,Zambia,125.0,4.377,1.047,0.295,0.503,0.082,0.221,-0.5762534290884459,2018
518,Mauritania,126.0,4.356,1.245,0.292,0.129,0.093,0.134,-0.5851900390548529,2018
519,Ethiopia,127.0,4.35,0.95,0.391,0.452,0.146,0.22,-1.1776554960085626,2018
520,Georgia,128.0,4.34,0.592,0.643,0.375,0.215,0.038,-0.15899573149045795,2018
521,Armenia,129.0,4.321,0.99,0.666,0.26,0.028,0.077,-0.2033409240180301,2018
522,Myanmar,130.0,4.308,1.174,0.429,0.58,0.178,0.598,-0.38272562113867487,2018
523,Chad,131.0,4.301,0.907,0.053,0.189,0.06,0.181,-1.0272222925814367,2018
524,Congo (Kinshasa),132.0,4.245,1.136,0.204,0.312,0.052,0.197,-2.6736487743848776,2018
525,India,133.0,4.19,0.747,0.485,0.539,0.093,0.172,-0.327116141697188,2018
526,Niger,134.0,4.166,0.867,0.221,0.39,0.099,0.175,-2.0325579557809856,2018
527,Uganda,135.0,4.161,1.09,0.237,0.45,0.061,0.259,-1.1332037334377287,2018
528,Benin,136.0,4.141,0.372,0.24,0.44,0.067,0.163,-0.9728610833625494,2018
529,Ukraine,138.0,4.103,1.413,0.609,0.163,0.011,0.187,-0.23193205734728903,2018
530,Togo,139.0,3.999,0.474,0.253,0.434,0.101,0.158,-1.3509272172825992,2018
531,Guinea,140.0,3.964,0.792,0.211,0.394,0.094,0.185,-1.0671136216087387,2018
532,Madagascar,143.0,3.774,0.908,0.402,0.221,0.049,0.155,-1.3394107752210402,2018
533,Zimbabwe,144.0,3.692,1.094,0.248,0.406,0.099,0.132,-1.030019497202498,2018
534,Afghanistan,145.0,3.632,0.537,0.255,0.085,0.036,0.191,-1.1026203100656484,2018
535,Botswana,146.0,3.59,1.174,0.417,0.557,0.092,0.042,0.016857117066422806,2018
536,Malawi,147.0,3.587,0.541,0.306,0.531,0.08,0.21,-1.6820086052689358,2018
537,Liberia,149.0,3.495,0.858,0.267,0.419,0.03,0.206,-2.577021938695806,2018
538,Tanzania,153.0,3.303,0.991,0.381,0.481,0.097,0.27,-0.7874578600311866,2018
539,Finland,1.0,7.769,1.587,0.986,0.596,0.393,0.153,0.29266961396282004,2019
540,Denmark,2.0,7.6,1.573,0.996,0.592,0.41,0.252,0.32425505268262117,2019
541,Norway,3.0,7.554,1.582,1.028,0.603,0.341,0.271,0.3974329364109001,2019
542,Iceland,4.0,7.494,1.624,1.026,0.591,0.118,0.354,0.3220834991691132,2019
543,Netherlands,5.0,7.488,1.522,0.999,0.557,0.298,0.322,0.33361100434018065,2019
544,Switzerland,6.0,7.48,1.526,1.052,0.572,0.343,0.263,0.3729419164026043,2019
545,Sweden,7.0,7.343,1.487,1.009,0.574,0.373,0.267,0.32714314133269456,2019
546,New Zealand,8.0,7.307,1.557,1.026,0.585,0.38,0.33,0.264669298142708,2019
547,Canada,9.0,7.278,1.505,1.039,0.584,0.308,0.285,0.31115442863692305,2019
548,Austria,10.0,7.246,1.475,1.016,0.532,0.226,0.244,0.31918073951115183,2019
549,Australia,11.0,7.228,1.548,1.036,0.557,0.29,0.332,0.31626952930369356,2019
550,Costa Rica,12.0,7.167,1.441,0.963,0.558,0.093,0.144,0.03343477608623742,2019
551,Israel,13.0,7.139,1.455,1.029,0.371,0.082,0.261,0.24373018492259815,2019
552,Luxembourg,14.0,7.09,1.479,1.012,0.526,0.316,0.194,0.47561286801024616,2019
553,United Kingdom,15.0,7.054,1.538,0.996,0.45,0.278,0.348,0.28743204119657156,2019
554,Ireland,16.0,7.021,1.553,0.999,0.516,0.31,0.298,0.4047982191204607,2019
555,Germany,17.0,6.985,1.454,0.987,0.495,0.265,0.261,0.316998126785834,2019
556,Belgium,18.0,6.923,1.504,0.986,0.473,0.21,0.16,0.3045391895182039,2019
557,United States,19.0,6.892,1.457,0.874,0.454,0.128,0.28,0.3597701488460348,2019
558,Czechia,20.0,6.852,1.487,0.92,0.457,0.036,0.046,0.23822918873225055,2019
559,United Arab Emirates,21.0,6.825,1.31,0.825,0.598,0.182,0.262,0.40746311077083736,2019
560,Malta,22.0,6.726,1.52,0.999,0.564,0.151,0.375,0.26236426446749106,2019
561,Mexico,23.0,6.595,1.323,0.861,0.433,0.073,0.074,0.06765864847381486,2019
562,France,24.0,6.592,1.472,1.045,0.436,0.183,0.111,0.2806574575148165,2019
563,Taiwan Province of China,25.0,6.446,1.43,0.914,0.351,0.097,0.242,0.3133498192003588,2019
564,Chile,26.0,6.444,1.369,0.92,0.357,0.056,0.187,0.1475575643576147,2019
565,Guatemala,27.0,6.436,1.269,0.746,0.535,0.078,0.175,-0.2231435513142097,2019
566,Saudi Arabia,28.0,6.375,1.357,0.795,0.439,0.132,0.08,0.3386128011203239,2019
567,Spain,30.0,6.354,1.484,1.062,0.362,0.079,0.153,0.2515366258154277,2019
568,Panama,31.0,6.321,1.442,0.91,0.516,0.054,0.109,0.13889199886661865,2019
569,Brazil,32.0,6.3,1.439,0.802,0.39,0.086,0.099,0.003992021269537457,2019
570,Uruguay,33.0,6.293,1.465,0.891,0.523,0.15,0.127,0.11689375147149943,2019
571,Singapore,34.0,6.262,1.463,1.141,0.556,0.453,0.271,0.45234869400701483,2019
572,El Salvador,35.0,6.253,1.242,0.789,0.43,0.074,0.093,-0.23067181773500128,2019
573,Italy,36.0,6.223,1.488,1.039,0.231,0.03,0.158,0.25773819607870885,2019
574,Bahrain,37.0,6.199,1.368,0.871,0.536,0.11,0.255,0.3089542077273207,2019
575,Slovakia,38.0,6.198,1.504,0.881,0.334,0.014,0.121,0.2199384203652614,2019
576,Poland,40.0,6.182,1.438,0.884,0.483,0.05,0.117,0.18730909830499368,2019
577,Uzbekistan,41.0,6.174,1.529,0.756,0.631,0.24,0.322,-0.29437106060257756,2019
578,Lithuania,42.0,6.149,1.515,0.818,0.291,0.042,0.043,0.21349717426240436,2019
579,Colombia,43.0,6.125,1.41,0.841,0.47,0.034,0.099,-0.015113637810048184,2019
580,Slovenia,44.0,6.118,1.523,0.953,0.564,0.057,0.144,0.2295231582782488,2019
581,Nicaragua,45.0,6.105,1.325,0.835,0.435,0.127,0.2,-0.36528331847533263,2019
582,Kosovo,46.0,6.1,1.232,0.758,0.489,0.006,0.262,-0.12556322297534575,2019
583,Argentina,47.0,6.086,1.432,0.881,0.471,0.05,0.066,0.08801087732271337,2019
584,Romania,48.0,6.07,1.232,0.825,0.462,0.005,0.083,0.1501426584297194,2019
585,Cyprus,49.0,6.046,1.223,1.042,0.406,0.041,0.19,0.233489843368354,2019
586,Ecuador,50.0,6.028,1.312,0.868,0.498,0.087,0.126,-0.09211528890780563,2019
587,Thailand,52.0,6.008,1.409,0.828,0.557,0.028,0.359,0.04879016416943205,2019
588,Latvia,53.0,5.94,1.465,0.812,0.264,0.064,0.075,0.17142911562753102,2019
589,South Korea,54.0,5.895,1.219,1.036,0.159,0.056,0.175,0.2631331995303682,2019
590,Estonia,55.0,5.893,1.528,0.874,0.495,0.161,0.103,0.21268909341035092,2019
591,Jamaica,56.0,5.89,1.478,0.831,0.49,0.028,0.107,-0.18512548412668892,2019
592,Mauritius,57.0,5.888,1.402,0.798,0.498,0.06,0.215,0.11332868530700327,2019
593,Japan,58.0,5.886,1.419,1.088,0.445,0.14,0.069,0.28292075535007044,2019
594,Honduras,59.0,5.86,1.236,0.828,0.507,0.078,0.246,-0.44316697529217586,2019
595,Kazakhstan,60.0,5.809,1.508,0.729,0.41,0.096,0.146,0.15956456967133845,2019
596,Bolivia,61.0,5.779,1.209,0.706,0.511,0.064,0.137,-0.25360275879891825,2019
597,Hungary,62.0,5.758,1.41,0.828,0.199,0.02,0.081,0.18315454309784654,2019
598,Paraguay,63.0,5.743,1.475,0.777,0.514,0.08,0.184,-0.15665381004537685,2019
599,Peru,65.0,5.697,1.274,0.854,0.455,0.027,0.083,-0.040821994520255166,2019
600,Portugal,66.0,5.693,1.431,0.999,0.508,0.025,0.047,0.1996701951285677,2019
601,Pakistan,67.0,5.653,0.886,0.535,0.313,0.098,0.22,-0.390084006069862,2019
602,Russia,68.0,5.648,1.452,0.726,0.334,0.031,0.082,0.16805358499624976,2019
603,Philippines,69.0,5.631,1.293,0.657,0.558,0.107,0.117,-0.2144316107121882,2019
604,Serbia,70.0,5.603,1.383,0.854,0.282,0.039,0.137,0.003992021269537457,2019
605,Moldova,71.0,5.529,1.328,0.739,0.245,0.0,0.181,-0.3783364407199117,2019
606,Montenegro,73.0,5.523,1.361,0.871,0.197,0.08,0.142,0.04974209189481401,2019
607,Tajikistan,74.0,5.467,1.098,0.718,0.389,0.144,0.23,-0.707246104939447,2019
608,Croatia,75.0,5.432,1.266,0.914,0.296,0.022,0.119,0.14410034397375687,2019
609,Hong Kong S.A.R. of China,76.0,5.43,1.277,1.122,0.44,0.287,0.258,0.3632532592988549,2019
610,Dominican Republic,77.0,5.425,1.401,0.779,0.497,0.101,0.113,0.014888612493750559,2019
611,Bosnia and Herzegovina,78.0,5.386,1.212,0.845,0.212,0.006,0.263,-0.05657035148839435,2019
612,Turkiye,79.0,5.373,1.36,0.808,0.195,0.106,0.083,0.16805358499624976,2019
613,Malaysia,80.0,5.339,1.171,0.828,0.508,0.024,0.26,0.1996701951285677,2019
614,Greece,82.0,5.287,1.156,0.999,0.067,0.034,0.0,0.16636153721522529,2019
615,Mongolia,83.0,5.285,1.531,0.667,0.317,0.038,0.235,-0.053400776727115296,2019
616,North Macedonia,84.0,5.274,1.294,0.838,0.345,0.034,0.185,-0.017146158834970514,2019
617,Nigeria,85.0,5.265,1.111,0.245,0.426,0.041,0.215,-0.3624056186477175,2019
618,Kyrgyzstan,86.0,5.261,1.438,0.723,0.508,0.023,0.3,-0.5960204698292225,2019
619,Algeria,88.0,5.211,1.16,0.785,0.086,0.114,0.073,0.001998002662673058,2019
620,Morocco,89.0,5.208,0.782,0.782,0.418,0.076,0.036,-0.22189433191377778,2019
621,Lebanon,91.0,5.197,1.224,0.815,0.216,0.027,0.166,-0.01308523954865548,2019
622,Indonesia,92.0,5.192,1.203,0.66,0.491,0.028,0.498,-0.07149600170506992,2019
